fight,final_round,ko여부,winner_sig_str_succ,winner_sig_str_att,loser_sig_str_succ,loser_sig_str_att,winner_total_str_succ,winner_total_str_att,loser_total_str_succ,loser_total_str_att,winner_td_attempt_succ,winner_td_attempt_att,loser_td_attempt_succ,loser_td_attempt_att,winner_head_succ,winner_head_att,loser_head_succ,loser_head_att,winner_body_succ,winner_body_att,loser_body_succ,loser_body_att,winner_leg_succ,winner_leg_att,loser_leg_succ,loser_leg_att,winner_distance_succ,winner_distance_att,loser_distance_succ,loser_distance_att,winner_clinch_succ,winner_clinch_att,loser_clinch_succ,loser_clinch_att,winner_ground_succ,winner_ground_att,loser_ground_succ,loser_ground_att,winner_kd,loser_kd,winner_sig_str_pct,loser_sig_str_pct,winner_td_pct,loser_td_pct,winner_sub_att,loser_sub_att,winner_rev,loser_rev,winner_ctrl_sec,loser_ctrl_sec
fight117,3,1,13.0,29.0,17.5,32.5,34.0,52.0,20.5,36.0,0.5,1.0,0.0,4.5,5.5,18.5,4.5,16.5,3.0,5.0,10.0,12.0,4.5,5.5,3.0,4.0,12.5,28.5,13.0,27.0,0.5,0.5,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,53.0,25.0,0.0,0.0,0.0,0.0,0.0,36.0,124.0
fight12,3,1,5.0,12.5,25.0,51.5,9.0,17.5,37.0,66.5,2.0,3.5,0.0,0.0,2.5,8.0,16.5,40.5,1.5,3.0,1.0,1.5,1.0,1.5,7.5,9.5,4.5,10.5,17.5,40.5,0.0,0.0,2.0,2.5,0.5,2.0,5.5,8.5,0.0,0.0,40.0,46.5,58.0,0.0,0.0,0.0,0.0,0.5,82.0,67.5
fight128,3,1,9.0,21.0,9.0,23.0,12.5,25.0,17.0,33.0,1.0,1.5,0.0,0.0,4.0,12.5,6.5,20.5,3.0,6.0,2.0,2.0,2.0,2.5,0.5,0.5,5.5,16.5,6.5,18.5,1.5,2.0,2.5,3.0,2.0,2.5,0.0,1.5,0.0,0.5,42.5,35.5,33.0,0.0,1.0,0.0,0.5,0.0,97.5,100.0
fight139,3,1,53.0,86.5,30.0,92.0,54.0,87.5,30.5,92.5,1.0,1.0,0.0,0.5,38.5,66.0,15.5,74.0,12.0,16.0,6.0,7.5,2.5,4.5,8.5,10.5,35.0,64.5,28.0,89.0,8.5,9.0,2.0,2.5,9.5,13.0,0.0,0.5,0.0,0.0,60.5,32.0,100.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0
fight148,3,1,8.5,14.5,32.0,52.5,10.5,16.5,37.5,58.5,0.5,1.5,0.5,0.5,1.0,6.0,31.0,51.0,1.0,1.5,1.0,1.5,6.5,7.0,0.0,0.0,8.5,11.5,4.0,12.5,0.0,1.0,4.5,6.0,0.0,2.0,23.5,34.0,0.0,0.0,58.5,62.5,25.0,50.0,0.0,0.5,0.0,0.5,7.0,216.0
fight162,3,1,48.5,89.5,33.0,85.5,48.5,89.5,44.5,97.0,0.0,0.5,0.0,0.0,27.0,63.0,23.0,66.0,13.0,16.0,5.0,12.5,8.5,10.5,5.0,7.0,44.5,85.5,32.5,84.0,4.0,4.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0
fight163,3,1,37.0,55.5,22.0,44.0,52.5,71.5,35.0,57.5,1.5,3.5,0.5,0.5,27.0,43.5,13.5,33.5,4.5,6.0,6.0,8.0,5.5,6.0,2.5,2.5,24.0,41.0,17.5,39.5,5.5,6.5,3.5,3.5,7.5,8.0,1.0,1.0,0.0,0.0,66.5,50.0,45.5,50.0,0.0,1.0,0.0,0.0,132.0,19.0
fight168,3,1,21.0,34.5,11.0,25.0,27.0,41.5,12.0,26.0,0.5,1.0,0.0,2.0,13.0,25.5,6.5,17.0,3.5,4.5,4.0,6.5,4.5,4.5,0.5,1.5,11.0,22.0,9.5,23.0,3.0,3.0,1.5,1.5,7.0,9.5,0.0,0.5,0.0,0.0,60.0,44.0,25.0,0.0,0.0,0.0,0.0,0.0,103.0,6.5
fight186,3,1,57.5,138.5,45.0,91.5,58.5,139.5,45.5,92.5,0.0,0.5,0.0,0.5,39.5,114.0,26.5,72.5,15.0,20.5,6.5,7.0,3.0,4.0,12.0,12.0,50.5,130.5,39.5,84.5,7.0,8.0,5.0,5.5,0.0,0.0,0.5,1.5,0.0,0.0,40.5,48.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
fight188,3,1,26.0,47.0,16.5,26.0,34.0,55.5,22.0,31.5,2.0,2.5,0.5,0.5,23.0,43.0,14.5,22.0,2.5,3.0,1.0,3.0,0.5,1.0,1.0,1.0,12.0,28.0,11.0,20.5,4.0,5.0,0.5,0.5,10.0,14.0,5.0,5.0,0.0,0.0,56.5,64.0,75.0,50.0,0.0,1.5,0.0,1.0,156.5,47.5
fight194,3,1,10.5,27.5,7.5,14.5,10.5,27.5,7.5,14.5,0.0,0.0,0.0,0.0,2.0,12.0,4.0,10.0,5.0,9.0,0.0,0.0,3.5,6.5,3.5,4.5,10.5,27.5,7.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,51.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.0
fight2,3,1,22.0,73.0,31.5,58.0,22.0,73.0,32.0,58.5,0.0,0.5,0.0,0.5,15.5,61.5,15.0,38.0,3.0,6.0,8.0,10.0,3.5,5.5,8.5,10.0,22.0,73.0,31.5,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fight202,3,1,15.0,32.0,6.0,13.5,30.5,50.5,8.5,16.0,2.0,2.0,0.0,0.5,14.5,31.5,5.0,12.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,6.0,20.0,5.5,13.0,3.0,4.0,0.5,0.5,6.0,8.0,0.0,0.0,0.0,0.0,56.5,53.5,100.0,0.0,0.5,0.0,0.0,0.0,219.5,10.5
fight214,3,1,6.0,6.5,15.0,17.0,10.0,14.0,25.5,31.0,2.0,3.5,1.0,3.5,1.0,1.0,5.0,6.5,4.5,5.0,4.0,4.5,0.5,0.5,6.0,6.0,0.5,0.5,3.0,4.0,4.5,5.0,11.0,11.5,1.0,1.0,1.0,1.5,0.0,0.0,95.0,88.5,58.0,33.0,0.0,0.5,0.0,0.0,112.0,151.0
fight215,3,1,14.0,29.0,14.5,33.5,18.5,37.5,17.0,36.5,0.5,1.5,0.0,0.0,6.5,20.0,5.0,20.0,6.0,7.5,4.0,7.5,1.5,1.5,5.5,6.0,8.5,21.5,12.0,28.5,3.0,5.0,2.0,4.5,2.5,2.5,0.5,0.5,0.0,0.0,47.5,44.0,25.0,0.0,0.0,0.0,0.0,0.0,123.5,14.0
fight22,3,1,26.0,42.0,8.0,27.0,30.5,47.5,12.0,32.5,0.5,0.5,0.5,1.5,20.0,34.5,3.5,19.5,4.5,6.0,3.5,6.0,1.5,1.5,1.0,1.5,21.5,34.5,4.5,22.0,2.5,3.5,3.5,5.0,2.0,4.0,0.0,0.0,0.0,0.0,61.5,30.5,50.0,16.5,0.5,0.5,0.5,0.5,75.0,83.5
fight230,3,1,60.0,127.0,37.5,86.0,66.0,133.5,45.5,94.5,0.0,0.0,1.0,1.5,46.0,106.5,36.0,83.0,13.5,18.5,1.5,3.0,0.5,2.0,0.0,0.0,48.0,105.5,29.5,73.5,6.5,12.0,8.0,12.5,5.5,9.5,0.0,0.0,0.5,0.0,46.0,41.5,0.0,75.0,0.0,0.0,0.0,0.0,41.0,43.0
fight231,3,1,15.0,34.5,8.0,25.5,28.5,49.0,12.5,30.5,0.5,3.5,0.5,1.0,8.5,27.5,3.5,21.0,5.5,6.0,4.0,4.0,1.0,1.0,0.5,0.5,6.5,24.0,2.5,17.0,8.0,10.0,5.5,8.5,0.5,0.5,0.0,0.0,0.0,0.0,45.0,27.5,10.0,50.0,0.0,0.0,0.0,0.0,67.5,100.5
fight240,3,1,18.0,44.5,16.0,27.0,24.0,50.5,37.5,50.0,0.0,2.0,0.5,1.0,13.0,38.0,11.0,18.5,3.5,5.0,2.5,4.0,1.5,1.5,2.5,4.5,9.5,24.5,7.5,14.0,8.0,18.5,6.5,11.0,0.5,1.5,2.0,2.0,0.0,0.0,40.5,61.0,0.0,50.0,0.0,0.0,0.0,0.0,89.0,104.5
fight25,3,1,28.0,40.5,16.5,34.5,35.5,49.0,16.5,35.0,0.0,0.5,0.0,2.5,17.0,28.5,6.0,19.0,9.5,10.5,2.5,7.0,1.5,1.5,8.0,8.5,26.0,38.5,16.5,34.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,48.5,0.0,0.0,0.5,0.0,0.0,0.0,24.0,11.0
fight257,3,1,23.5,43.0,7.5,17.5,32.0,54.5,13.0,23.0,1.5,2.0,0.5,2.0,15.5,33.0,3.0,12.0,5.0,6.5,1.5,2.5,3.0,3.5,3.0,3.0,7.5,19.0,6.5,16.0,0.0,0.0,0.5,1.0,16.0,24.0,0.5,0.5,0.0,0.0,54.5,43.0,75.0,25.0,0.0,0.5,0.0,0.0,188.0,17.0
fight27,3,1,25.0,64.0,23.5,48.5,25.0,64.5,23.5,48.5,0.0,1.0,0.0,0.0,12.0,47.0,16.5,39.5,9.0,12.5,6.5,8.5,4.0,4.5,0.5,0.5,23.0,59.5,22.0,46.0,2.0,4.5,1.5,2.0,0.0,0.0,0.0,0.5,0.0,0.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
fight29,3,1,30.5,72.0,23.0,54.0,38.5,80.5,27.0,58.5,0.5,0.5,1.5,2.0,23.0,56.0,16.5,45.0,7.0,15.5,4.0,6.5,0.5,0.5,2.5,2.5,29.5,70.5,20.0,50.0,0.0,0.5,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.5,41.0,41.5,50.0,37.5,0.0,0.0,0.0,0.0,12.5,65.5
fight3,3,1,27.5,51.0,27.0,75.0,35.5,59.5,34.5,82.5,1.0,1.5,0.5,1.0,20.5,43.5,22.5,68.5,2.5,2.5,3.5,5.5,4.5,5.0,1.0,1.0,23.5,47.0,27.0,75.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,35.5,75.0,50.0,0.5,0.0,0.5,0.0,48.0,4.5
fight35,3,1,9.5,16.0,8.0,23.5,23.5,32.5,14.0,32.0,1.0,1.0,0.0,0.0,4.5,10.5,2.0,15.5,1.0,1.5,2.5,3.5,4.0,4.0,3.5,4.5,8.0,14.0,6.5,22.0,1.0,1.0,1.5,1.5,0.5,1.0,0.0,0.0,0.0,0.0,61.5,50.0,100.0,0.0,0.5,0.0,0.0,0.0,196.0,10.5
fight38,3,1,17.0,29.5,13.0,34.5,23.0,37.5,21.5,46.0,1.0,3.0,2.0,2.0,6.5,13.5,10.0,25.5,4.0,5.5,3.0,7.5,6.5,10.5,0.0,1.5,16.0,27.5,8.0,27.5,1.0,2.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,56.0,37.5,20.0,50.0,0.0,0.0,0.0,0.0,80.0,39.5
fight48,3,1,29.0,59.5,46.0,86.0,30.0,61.5,46.5,86.5,0.0,0.5,0.0,1.0,22.0,51.0,28.0,64.0,4.0,5.0,12.5,16.5,3.0,3.5,5.5,5.5,28.0,58.5,43.0,79.5,1.0,1.0,3.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,49.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5
fight58,3,1,31.5,60.5,18.0,39.5,37.0,66.0,31.0,55.0,0.5,1.0,1.0,3.5,19.0,42.0,10.5,29.5,8.5,14.0,4.5,5.0,4.0,4.5,3.0,5.0,20.5,45.0,14.0,33.0,8.0,10.0,2.0,2.5,3.0,5.5,2.0,4.0,0.0,0.0,53.5,43.5,25.0,16.5,0.0,0.0,0.0,0.0,58.5,68.0
fight60,3,1,22.5,35.0,9.0,16.5,33.5,46.0,34.0,42.0,1.0,1.0,0.0,0.0,16.0,26.5,4.5,11.0,5.0,7.0,3.0,4.0,1.5,1.5,1.5,1.5,12.5,24.5,4.5,10.0,3.5,4.0,3.5,5.0,6.5,6.5,1.0,1.5,0.0,0.0,74.5,59.5,100.0,0.0,0.0,0.0,0.0,0.0,186.5,0.0
fight72,3,1,28.5,59.5,33.5,65.5,32.0,64.0,40.5,73.5,0.5,0.5,0.5,2.5,17.5,47.0,12.0,40.0,7.5,8.0,17.5,21.5,3.5,4.5,4.0,4.0,24.5,53.5,29.0,59.5,4.0,6.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.5,50.5,52.0,50.0,16.5,0.0,0.0,0.0,0.0,9.5,46.5
fight82,3,1,24.0,65.5,15.5,30.0,24.0,65.5,20.0,36.0,0.0,0.0,0.5,1.0,15.5,54.0,10.5,25.0,7.0,9.0,3.5,3.5,1.5,2.5,1.5,1.5,23.5,65.0,12.5,26.0,0.0,0.0,0.5,0.5,0.5,0.5,2.5,3.5,0.0,0.0,34.0,51.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,70.5
fight98,3,1,21.5,45.5,24.5,47.0,22.0,46.0,24.5,47.0,0.0,0.5,0.0,0.0,8.5,29.0,12.0,28.0,7.5,10.5,10.0,13.5,5.5,6.0,2.5,5.5,21.5,45.0,23.5,46.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
