fight_id,current_round,kd,sig_str,sig_str_pct,total_str,td_attempt,td_pct,sub_att,rev,ctrl_sec,head,body,leg,distance,clinch,ground,total_round,method
fight19,1,"[0, 0]","[[19, 27], [14, 25]]","[70.0, 56.0]","[[24, 32], [26, 41]]","[[4, 9], [0, 4]]","[44.0, 0.0]","[0, 0]","[0, 1]","[165, 79]","[[11, 19], [11, 21]]","[[5, 5], [3, 4]]","[[3, 3], [0, 0]]","[[12, 18], [8, 18]]","[[7, 9], [4, 4]]","[[0, 0], [2, 3]]",,Decision - Unanimous
fight19,2,"[0, 0]","[[20, 37], [8, 12]]","[54.0, 66.0]","[[23, 41], [15, 19]]","[[3, 6], [0, 2]]","[50.0, 0.0]","[0, 0]","[0, 0]","[210, 35]","[[16, 32], [5, 8]]","[[2, 3], [2, 3]]","[[2, 2], [1, 1]]","[[6, 13], [3, 6]]","[[2, 6], [5, 6]]","[[12, 18], [0, 0]]",,Decision - Unanimous
fight19,3,"[0, 0]","[[40, 60], [19, 41]]","[66.0, 46.0]","[[42, 62], [24, 46]]","[[1, 8], [0, 0]]","[12.0, 0.0]","[0, 0]","[0, 0]","[80, 14]","[[27, 47], [15, 35]]","[[11, 11], [2, 4]]","[[2, 2], [2, 2]]","[[33, 51], [11, 30]]","[[6, 7], [5, 7]]","[[1, 2], [3, 4]]",,Decision - Unanimous
fight20,1,"[0, 0]","[[31, 46], [14, 36]]","[67.0, 38.0]","[[31, 46], [15, 37]]","[[0, 0], [0, 3]]","[0.0, 0.0]","[0, 0]","[0, 0]","[2, 83]","[[15, 27], [12, 33]]","[[6, 6], [1, 2]]","[[10, 13], [1, 1]]","[[31, 46], [14, 35]]","[[0, 0], [0, 1]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight20,2,"[0, 0]","[[52, 82], [26, 44]]","[63.0, 59.0]","[[54, 84], [26, 44]]","[[0, 0], [1, 2]]","[0.0, 50.0]","[0, 0]","[0, 0]","[16, 41]","[[35, 60], [22, 39]]","[[7, 9], [2, 3]]","[[10, 13], [2, 2]]","[[44, 71], [26, 43]]","[[5, 5], [0, 1]]","[[3, 6], [0, 0]]",,Decision - Unanimous
fight20,3,"[1, 0]","[[27, 37], [18, 34]]","[72.0, 52.0]","[[30, 40], [23, 39]]","[[0, 0], [1, 6]]","[0.0, 16.0]","[0, 0]","[0, 0]","[20, 155]","[[13, 21], [14, 30]]","[[3, 3], [4, 4]]","[[11, 13], [0, 0]]","[[19, 29], [14, 28]]","[[5, 5], [2, 4]]","[[3, 3], [2, 2]]",,Decision - Unanimous
fight21,1,"[0, 0]","[[10, 19], [2, 14]]","[52.0, 14.0]","[[27, 43], [6, 19]]","[[4, 7], [0, 0]]","[57.0, 0.0]","[0, 0]","[0, 0]","[186, 0]","[[3, 12], [2, 11]]","[[4, 4], [0, 3]]","[[3, 3], [0, 0]]","[[4, 13], [2, 14]]","[[2, 2], [0, 0]]","[[4, 4], [0, 0]]",,Decision - Unanimous
fight21,2,"[0, 0]","[[17, 26], [2, 11]]","[65.0, 18.0]","[[46, 73], [48, 63]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[245, 0]","[[15, 24], [1, 7]]","[[1, 1], [1, 3]]","[[1, 1], [0, 1]]","[[4, 7], [2, 11]]","[[0, 1], [0, 0]]","[[13, 18], [0, 0]]",,Decision - Unanimous
fight21,3,"[0, 0]","[[38, 65], [20, 49]]","[58.0, 40.0]","[[69, 108], [31, 63]]","[[1, 3], [0, 0]]","[33.0, 0.0]","[0, 0]","[0, 0]","[94, 23]","[[35, 62], [7, 31]]","[[2, 2], [12, 17]]","[[1, 1], [1, 1]]","[[30, 53], [19, 48]]","[[1, 1], [1, 1]]","[[7, 11], [0, 0]]",,Decision - Unanimous
fight23,1,"[0, 0]","[[36, 92], [24, 84]]","[39.0, 28.0]","[[36, 92], [24, 84]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[23, 75], [16, 72]]","[[9, 11], [3, 4]]","[[4, 6], [5, 8]]","[[36, 92], [24, 84]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight23,2,"[0, 0]","[[54, 108], [42, 100]]","[50.0, 42.0]","[[54, 108], [42, 100]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[31, 77], [35, 87]]","[[19, 25], [6, 12]]","[[4, 6], [1, 1]]","[[53, 106], [42, 98]]","[[1, 2], [0, 2]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight23,3,"[0, 0]","[[46, 103], [52, 125]]","[44.0, 41.0]","[[46, 103], [52, 125]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[38, 91], [41, 111]]","[[8, 12], [10, 13]]","[[0, 0], [1, 1]]","[[46, 102], [51, 123]]","[[0, 1], [1, 2]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight24,1,"[0, 0]","[[19, 30], [9, 27]]","[63.0, 33.0]","[[19, 30], [9, 27]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[42, 3]","[[4, 11], [4, 18]]","[[7, 10], [2, 5]]","[[8, 9], [3, 4]]","[[18, 29], [8, 26]]","[[1, 1], [1, 1]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight24,2,"[0, 0]","[[10, 26], [16, 27]]","[38.0, 59.0]","[[29, 48], [26, 37]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[1, 95]","[[3, 15], [11, 21]]","[[2, 6], [4, 5]]","[[5, 5], [1, 1]]","[[10, 25], [12, 23]]","[[0, 1], [4, 4]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight24,3,"[0, 0]","[[7, 30], [15, 29]]","[23.0, 51.0]","[[12, 37], [36, 50]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[79, 19]","[[2, 18], [7, 17]]","[[0, 3], [4, 8]]","[[5, 9], [4, 4]]","[[7, 30], [15, 28]]","[[0, 0], [0, 1]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight27,1,"[0, 0]","[[21, 47], [39, 103]]","[44.0, 37.0]","[[24, 53], [41, 108]]","[[0, 0], [2, 2]]","[0.0, 100.0]","[0, 0]","[0, 0]","[0, 43]","[[6, 28], [22, 80]]","[[3, 6], [9, 13]]","[[12, 13], [8, 10]]","[[20, 45], [36, 100]]","[[1, 2], [3, 3]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight27,2,"[0, 0]","[[19, 55], [37, 115]]","[34.0, 32.0]","[[24, 63], [43, 123]]","[[0, 0], [1, 2]]","[0.0, 50.0]","[0, 0]","[0, 0]","[11, 45]","[[12, 47], [25, 98]]","[[4, 5], [9, 13]]","[[3, 3], [3, 4]]","[[19, 54], [35, 112]]","[[0, 1], [2, 3]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight27,3,"[0, 0]","[[2, 6], [5, 13]]","[33.0, 38.0]","[[6, 10], [20, 30]]","[[0, 0], [5, 8]]","[0.0, 62.0]","[0, 0]","[0, 0]","[0, 275]","[[1, 4], [3, 10]]","[[0, 0], [1, 2]]","[[1, 2], [1, 1]]","[[2, 6], [3, 8]]","[[0, 0], [0, 1]]","[[0, 0], [2, 4]]",,Decision - Unanimous
fight28,1,"[0, 0]","[[35, 57], [21, 37]]","[61.0, 56.0]","[[35, 57], [21, 37]]","[[0, 2], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[16, 2]","[[13, 31], [6, 15]]","[[14, 18], [9, 15]]","[[8, 8], [6, 7]]","[[35, 57], [21, 37]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight28,2,"[0, 0]","[[40, 76], [24, 69]]","[52.0, 34.0]","[[40, 76], [24, 69]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[14, 45], [12, 45]]","[[19, 22], [8, 20]]","[[7, 9], [4, 4]]","[[40, 76], [24, 69]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight28,3,"[0, 0]","[[40, 77], [36, 77]]","[51.0, 46.0]","[[40, 77], [36, 77]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[20, 51], [15, 47]]","[[12, 17], [16, 21]]","[[8, 9], [5, 9]]","[[40, 77], [36, 77]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight29,1,"[0, 0]","[[10, 16], [10, 21]]","[62.0, 47.0]","[[14, 21], [24, 41]]","[[1, 1], [1, 3]]","[100.0, 33.0]","[2, 0]","[0, 0]","[99, 117]","[[10, 15], [4, 13]]","[[0, 0], [5, 7]]","[[0, 1], [1, 1]]","[[4, 10], [9, 20]]","[[1, 1], [1, 1]]","[[5, 5], [0, 0]]",,Decision - Unanimous
fight29,2,"[0, 0]","[[1, 12], [5, 11]]","[8.0, 45.0]","[[2, 13], [10, 19]]","[[0, 0], [5, 8]]","[0.0, 62.0]","[0, 0]","[0, 0]","[0, 244]","[[0, 9], [4, 10]]","[[0, 1], [1, 1]]","[[1, 2], [0, 0]]","[[1, 12], [4, 10]]","[[0, 0], [0, 0]]","[[0, 0], [1, 1]]",,Decision - Unanimous
fight29,3,"[0, 0]","[[2, 7], [6, 12]]","[28.0, 50.0]","[[6, 11], [25, 34]]","[[0, 0], [2, 3]]","[0.0, 66.0]","[0, 1]","[0, 0]","[0, 247]","[[1, 6], [5, 11]]","[[1, 1], [1, 1]]","[[0, 0], [0, 0]]","[[2, 6], [5, 11]]","[[0, 1], [0, 0]]","[[0, 0], [1, 1]]",,Decision - Unanimous
fight30,1,"[0, 0]","[[12, 24], [13, 38]]","[50.0, 34.0]","[[19, 33], [21, 46]]","[[1, 2], [0, 0]]","[50.0, 0.0]","[0, 0]","[0, 0]","[66, 0]","[[7, 17], [7, 30]]","[[3, 4], [2, 3]]","[[2, 3], [4, 5]]","[[11, 23], [12, 36]]","[[1, 1], [0, 1]]","[[0, 0], [1, 1]]",,Decision - Unanimous
fight30,2,"[0, 0]","[[21, 49], [32, 70]]","[42.0, 45.0]","[[24, 52], [32, 70]]","[[0, 2], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[23, 0]","[[16, 44], [12, 43]]","[[4, 4], [13, 19]]","[[1, 1], [7, 8]]","[[21, 49], [29, 67]]","[[0, 0], [3, 3]]","[[0, 0], [0, 0]]",,Decision - Unanimous
fight30,3,"[0, 0]","[[31, 47], [34, 74]]","[65.0, 45.0]","[[33, 51], [35, 75]]","[[1, 2], [0, 2]]","[50.0, 0.0]","[0, 0]","[0, 0]","[46, 1]","[[26, 41], [13, 43]]","[[5, 6], [12, 21]]","[[0, 0], [9, 10]]","[[27, 42], [33, 71]]","[[3, 4], [1, 3]]","[[1, 1], [0, 0]]",,Decision - Unanimous
fight31,1,"[0, 0]","[[23, 35], [17, 39]]","[65.0, 43.0]","[[23, 35], [19, 41]]","[[0, 0], [0, 3]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 50]","[[9, 19], [10, 28]]","[[4, 4], [4, 7]]","[[10, 12], [3, 4]]","[[21, 33], [15, 37]]","[[2, 2], [2, 2]]","[[0, 0], [0, 0]]",,Decision - Split
fight31,2,"[0, 0]","[[6, 11], [3, 9]]","[54.0, 33.0]","[[6, 11], [18, 35]]","[[0, 1], [1, 2]]","[0.0, 50.0]","[0, 1]","[0, 0]","[5, 252]","[[3, 7], [2, 8]]","[[1, 1], [1, 1]]","[[2, 3], [0, 0]]","[[6, 11], [2, 8]]","[[0, 0], [1, 1]]","[[0, 0], [0, 0]]",,Decision - Split
