fight_id,current_round,kd,sig_str,sig_str_pct,total_str,td_attempt,td_pct,sub_att,rev,ctrl_sec,head,body,leg,distance,clinch,ground,total_round,method
fight23,1,"[0, 0]","[[35, 40], [4, 5]]","[87.0, 80.0]","[[57, 66], [12, 13]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[277, 0]","[[34, 38], [0, 0]]","[[0, 0], [3, 4]]","[[1, 2], [1, 1]]","[[2, 4], [4, 5]]","[[0, 0], [0, 0]]","[[33, 36], [0, 0]]",,TKO - Doctor's Stoppage
fight23,2,"[0, 0]","[[15, 32], [21, 55]]","[46.0, 38.0]","[[15, 32], [23, 57]]","[[0, 2], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[16, 5]","[[12, 28], [13, 44]]","[[0, 1], [7, 10]]","[[3, 3], [1, 1]]","[[15, 31], [21, 55]]","[[0, 1], [0, 0]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight26,1,"[0, 0]","[[27, 54], [35, 53]]","[50.0, 66.0]","[[27, 54], [35, 53]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[15, 38], [16, 22]]","[[4, 5], [4, 7]]","[[8, 11], [15, 24]]","[[27, 54], [35, 53]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight26,2,"[0, 0]","[[22, 34], [33, 52]]","[64.0, 63.0]","[[22, 34], [38, 57]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[12, 0]","[[11, 23], [20, 29]]","[[8, 8], [4, 5]]","[[3, 3], [9, 18]]","[[16, 27], [27, 45]]","[[6, 7], [6, 7]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight35,1,"[1, 0]","[[9, 25], [8, 16]]","[36.0, 50.0]","[[9, 25], [32, 45]]","[[0, 0], [1, 3]]","[0.0, 33.0]","[0, 0]","[0, 0]","[2, 172]","[[4, 18], [6, 13]]","[[2, 4], [2, 2]]","[[3, 3], [0, 1]]","[[9, 25], [4, 11]]","[[0, 0], [0, 0]]","[[0, 0], [4, 5]]",,KO/TKO
fight35,2,"[0, 0]","[[7, 15], [28, 51]]","[46.0, 54.0]","[[7, 15], [55, 83]]","[[0, 0], [1, 3]]","[0.0, 33.0]","[0, 0]","[0, 0]","[0, 178]","[[6, 14], [26, 47]]","[[1, 1], [1, 3]]","[[0, 0], [1, 1]]","[[6, 14], [7, 12]]","[[1, 1], [1, 1]]","[[0, 0], [20, 38]]",,KO/TKO
fight38,1,"[0, 0]","[[12, 13], [38, 49]]","[92.0, 77.0]","[[14, 16], [53, 68]]","[[0, 1], [2, 4]]","[0.0, 50.0]","[3, 1]","[0, 0]","[23, 200]","[[11, 12], [21, 31]]","[[0, 0], [10, 10]]","[[1, 1], [7, 8]]","[[9, 10], [13, 22]]","[[3, 3], [23, 25]]","[[0, 0], [2, 2]]",,KO/TKO
fight38,2,"[1, 0]","[[16, 21], [12, 25]]","[76.0, 48.0]","[[16, 21], [16, 29]]","[[0, 0], [1, 3]]","[0.0, 33.0]","[1, 0]","[0, 0]","[8, 93]","[[13, 18], [4, 15]]","[[3, 3], [8, 10]]","[[0, 0], [0, 0]]","[[14, 15], [4, 15]]","[[1, 5], [8, 10]]","[[1, 1], [0, 0]]",,KO/TKO
fight43,1,"[0, 0]","[[4, 11], [5, 7]]","[36.0, 71.0]","[[12, 23], [19, 22]]","[[0, 0], [2, 9]]","[0.0, 22.0]","[0, 0]","[0, 0]","[0, 281]","[[3, 9], [0, 2]]","[[1, 2], [2, 2]]","[[0, 0], [3, 3]]","[[3, 7], [1, 2]]","[[1, 4], [4, 5]]","[[0, 0], [0, 0]]",,KO/TKO
fight43,2,"[1, 0]","[[25, 38], [1, 3]]","[65.0, 33.0]","[[29, 43], [1, 3]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[1, 0]","[0, 0]","[46, 0]","[[23, 36], [1, 3]]","[[1, 1], [0, 0]]","[[1, 1], [0, 0]]","[[1, 3], [1, 1]]","[[2, 4], [0, 2]]","[[22, 31], [0, 0]]",,KO/TKO
fight54,1,"[0, 0]","[[16, 27], [12, 34]]","[59.0, 35.0]","[[16, 28], [12, 35]]","[[0, 0], [0, 3]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 3]","[[4, 11], [7, 25]]","[[10, 14], [2, 5]]","[[2, 2], [3, 4]]","[[16, 27], [12, 34]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight54,2,"[0, 0]","[[2, 5], [4, 6]]","[40.0, 66.0]","[[3, 6], [5, 7]]","[[0, 0], [1, 3]]","[0.0, 33.0]","[0, 0]","[0, 0]","[0, 85]","[[0, 3], [4, 6]]","[[2, 2], [0, 0]]","[[0, 0], [0, 0]]","[[2, 5], [1, 1]]","[[0, 0], [1, 1]]","[[0, 0], [2, 4]]",,KO/TKO
fight56,1,"[0, 0]","[[41, 77], [18, 45]]","[53.0, 40.0]","[[57, 95], [19, 47]]","[[1, 3], [0, 1]]","[33.0, 0.0]","[0, 1]","[0, 0]","[138, 0]","[[18, 49], [9, 32]]","[[15, 19], [7, 11]]","[[8, 9], [2, 2]]","[[30, 50], [18, 45]]","[[2, 6], [0, 0]]","[[9, 21], [0, 0]]",,KO/TKO
fight56,2,"[0, 0]","[[60, 105], [6, 17]]","[57.0, 35.0]","[[66, 115], [8, 20]]","[[4, 6], [1, 2]]","[66.0, 50.0]","[0, 0]","[0, 0]","[182, 14]","[[31, 74], [3, 14]]","[[13, 15], [3, 3]]","[[16, 16], [0, 0]]","[[12, 21], [5, 14]]","[[8, 8], [1, 3]]","[[40, 76], [0, 0]]",,KO/TKO
fight58,1,"[0, 0]","[[27, 51], [33, 56]]","[52.0, 58.0]","[[27, 51], [33, 56]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[21, 45], [18, 41]]","[[4, 4], [5, 5]]","[[2, 2], [10, 10]]","[[25, 48], [31, 54]]","[[2, 3], [2, 2]]","[[0, 0], [0, 0]]",,KO/TKO
fight58,2,"[0, 1]","[[0, 1], [8, 10]]","[0.0, 80.0]","[[0, 1], [8, 10]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 1]","[[0, 1], [5, 7]]","[[0, 0], [2, 2]]","[[0, 0], [1, 1]]","[[0, 1], [7, 9]]","[[0, 0], [0, 0]]","[[0, 0], [1, 1]]",,KO/TKO
fight61,1,"[0, 0]","[[28, 54], [10, 30]]","[51.0, 33.0]","[[35, 64], [10, 30]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[1, 0]","[0, 0]","[113, 3]","[[13, 33], [7, 26]]","[[8, 13], [3, 4]]","[[7, 8], [0, 0]]","[[28, 54], [10, 30]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight61,2,"[2, 0]","[[26, 41], [9, 24]]","[63.0, 37.0]","[[29, 46], [9, 24]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[4, 0]","[[11, 25], [9, 24]]","[[4, 4], [0, 0]]","[[11, 12], [0, 0]]","[[26, 41], [9, 24]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight66,1,"[0, 0]","[[23, 45], [16, 35]]","[51.0, 45.0]","[[24, 46], [18, 37]]","[[2, 6], [0, 1]]","[33.0, 0.0]","[0, 0]","[0, 0]","[101, 0]","[[5, 24], [7, 24]]","[[11, 14], [4, 6]]","[[7, 7], [5, 5]]","[[15, 34], [13, 31]]","[[8, 10], [3, 4]]","[[0, 1], [0, 0]]",,KO/TKO
fight66,2,"[0, 1]","[[16, 26], [12, 35]]","[61.0, 34.0]","[[16, 27], [12, 35]]","[[1, 2], [0, 0]]","[50.0, 0.0]","[0, 0]","[0, 0]","[47, 1]","[[10, 19], [10, 32]]","[[3, 4], [1, 2]]","[[3, 3], [1, 1]]","[[12, 22], [7, 29]]","[[4, 4], [0, 1]]","[[0, 0], [5, 5]]",,KO/TKO
fight67,1,"[0, 0]","[[24, 55], [27, 46]]","[43.0, 58.0]","[[24, 55], [27, 46]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[13, 37], [12, 29]]","[[8, 14], [13, 14]]","[[3, 4], [2, 3]]","[[24, 55], [27, 46]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight67,2,"[1, 0]","[[6, 16], [5, 12]]","[37.0, 41.0]","[[6, 16], [5, 12]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[1, 0]","[[4, 9], [1, 5]]","[[2, 7], [4, 6]]","[[0, 0], [0, 1]]","[[5, 15], [5, 12]]","[[0, 0], [0, 0]]","[[1, 1], [0, 0]]",,KO/TKO
fight68,1,"[0, 1]","[[22, 70], [57, 100]]","[31.0, 57.0]","[[23, 71], [57, 100]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 5]","[[17, 63], [23, 64]]","[[1, 3], [11, 12]]","[[4, 4], [23, 24]]","[[21, 67], [49, 81]]","[[1, 3], [7, 12]]","[[0, 0], [1, 7]]",,KO/TKO
fight68,2,"[0, 2]","[[10, 39], [28, 48]]","[25.0, 58.0]","[[10, 39], [28, 48]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 4]","[[9, 37], [17, 35]]","[[0, 0], [6, 7]]","[[1, 2], [5, 6]]","[[8, 32], [20, 37]]","[[2, 7], [4, 6]]","[[0, 0], [4, 5]]",,KO/TKO
fight75,1,"[0, 0]","[[13, 21], [9, 20]]","[61.0, 45.0]","[[18, 32], [20, 39]]","[[0, 0], [1, 3]]","[0.0, 33.0]","[0, 1]","[0, 0]","[9, 214]","[[2, 7], [9, 18]]","[[2, 3], [0, 2]]","[[9, 11], [0, 0]]","[[9, 16], [5, 13]]","[[2, 3], [0, 0]]","[[2, 2], [4, 7]]",,KO/TKO
fight75,2,"[0, 0]","[[1, 4], [29, 31]]","[25.0, 93.0]","[[2, 8], [54, 60]]","[[0, 0], [1, 2]]","[0.0, 50.0]","[0, 0]","[0, 0]","[0, 213]","[[0, 3], [27, 29]]","[[1, 1], [1, 1]]","[[0, 0], [1, 1]]","[[1, 4], [1, 1]]","[[0, 0], [0, 0]]","[[0, 0], [28, 30]]",,KO/TKO
fight76,1,"[0, 0]","[[17, 22], [7, 19]]","[77.0, 36.0]","[[21, 26], [13, 25]]","[[1, 4], [0, 1]]","[25.0, 0.0]","[0, 0]","[0, 0]","[47, 131]","[[5, 10], [4, 15]]","[[10, 10], [3, 4]]","[[2, 2], [0, 0]]","[[8, 13], [5, 16]]","[[9, 9], [0, 1]]","[[0, 0], [2, 2]]",,KO/TKO
fight76,2,"[1, 0]","[[17, 27], [7, 30]]","[62.0, 23.0]","[[17, 27], [7, 30]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[1, 5]","[[11, 20], [6, 28]]","[[6, 7], [1, 2]]","[[0, 0], [0, 0]]","[[16, 26], [7, 29]]","[[1, 1], [0, 1]]","[[0, 0], [0, 0]]",,KO/TKO
fight77,1,"[0, 0]","[[17, 71], [39, 87]]","[23.0, 44.0]","[[17, 71], [40, 89]]","[[0, 1], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 11]","[[5, 50], [27, 71]]","[[7, 13], [7, 10]]","[[5, 8], [5, 6]]","[[17, 70], [38, 86]]","[[0, 1], [1, 1]]","[[0, 0], [0, 0]]",,KO/TKO
fight77,2,"[1, 0]","[[17, 50], [34, 55]]","[34.0, 61.0]","[[17, 50], [35, 56]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[9, 0]","[[11, 36], [23, 42]]","[[2, 8], [10, 12]]","[[4, 6], [1, 1]]","[[16, 49], [34, 55]]","[[0, 0], [0, 0]]","[[1, 1], [0, 0]]",,KO/TKO
fight78,1,"[0, 0]","[[10, 27], [0, 5]]","[37.0, 0.0]","[[16, 35], [0, 5]]","[[0, 0], [0, 2]]","[0.0, 0.0]","[0, 1]","[0, 0]","[71, 0]","[[2, 13], [0, 4]]","[[2, 3], [0, 1]]","[[6, 11], [0, 0]]","[[10, 27], [0, 5]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight78,2,"[1, 0]","[[19, 36], [5, 13]]","[52.0, 38.0]","[[21, 38], [5, 13]]","[[0, 0], [0, 6]]","[0.0, 0.0]","[1, 0]","[0, 0]","[57, 8]","[[6, 21], [1, 8]]","[[11, 13], [3, 4]]","[[2, 2], [1, 1]]","[[14, 31], [5, 13]]","[[0, 0], [0, 0]]","[[5, 5], [0, 0]]",,KO/TKO
fight80,1,"[0, 0]","[[20, 41], [25, 53]]","[48.0, 47.0]","[[22, 43], [25, 53]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[3, 0]","[[13, 31], [12, 32]]","[[3, 6], [9, 14]]","[[4, 4], [4, 7]]","[[20, 41], [25, 53]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight80,2,"[1, 0]","[[25, 49], [14, 30]]","[51.0, 46.0]","[[29, 53], [14, 30]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[8, 0]","[[13, 36], [10, 23]]","[[9, 10], [2, 4]]","[[3, 3], [2, 3]]","[[18, 35], [14, 30]]","[[0, 0], [0, 0]]","[[7, 14], [0, 0]]",,KO/TKO
fight82,1,"[2, 0]","[[35, 56], [18, 34]]","[62.0, 52.0]","[[74, 99], [31, 50]]","[[1, 1], [1, 3]]","[100.0, 33.0]","[0, 0]","[0, 0]","[194, 20]","[[29, 49], [11, 27]]","[[5, 6], [7, 7]]","[[1, 1], [0, 0]]","[[20, 35], [15, 31]]","[[2, 2], [3, 3]]","[[13, 19], [0, 0]]",,KO/TKO
fight82,2,"[1, 0]","[[7, 11], [2, 3]]","[63.0, 66.0]","[[7, 11], [2, 3]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[3, 0]","[[6, 10], [2, 3]]","[[0, 0], [0, 0]]","[[1, 1], [0, 0]]","[[4, 8], [2, 3]]","[[0, 0], [0, 0]]","[[3, 3], [0, 0]]",,KO/TKO
fight87,1,"[0, 0]","[[17, 52], [24, 50]]","[32.0, 48.0]","[[17, 52], [24, 50]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[6, 37], [11, 35]]","[[7, 11], [8, 10]]","[[4, 4], [5, 5]]","[[17, 51], [23, 48]]","[[0, 1], [1, 2]]","[[0, 0], [0, 0]]",,KO/TKO
fight87,2,"[0, 2]","[[16, 33], [23, 36]]","[48.0, 63.0]","[[16, 33], [23, 36]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 2]","[[12, 27], [10, 22]]","[[1, 3], [5, 6]]","[[3, 3], [8, 8]]","[[15, 31], [22, 35]]","[[1, 2], [1, 1]]","[[0, 0], [0, 0]]",,KO/TKO
fight89,1,"[0, 0]","[[11, 22], [13, 21]]","[50.0, 61.0]","[[18, 32], [17, 26]]","[[1, 1], [0, 3]]","[100.0, 0.0]","[0, 0]","[0, 0]","[93, 12]","[[5, 15], [4, 10]]","[[4, 4], [6, 8]]","[[2, 3], [3, 3]]","[[9, 20], [11, 18]]","[[1, 1], [2, 3]]","[[1, 1], [0, 0]]",,KO/TKO
fight89,2,"[1, 0]","[[19, 26], [9, 26]]","[73.0, 34.0]","[[22, 29], [13, 30]]","[[0, 0], [0, 2]]","[0.0, 0.0]","[0, 0]","[0, 0]","[28, 0]","[[13, 20], [3, 20]]","[[5, 5], [3, 3]]","[[1, 1], [3, 3]]","[[16, 23], [9, 24]]","[[1, 1], [0, 2]]","[[2, 2], [0, 0]]",,KO/TKO
fight90,1,"[0, 0]","[[26, 52], [20, 50]]","[50.0, 40.0]","[[42, 72], [27, 58]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[149, 0]","[[14, 38], [13, 38]]","[[6, 8], [2, 7]]","[[6, 6], [5, 5]]","[[17, 37], [17, 42]]","[[0, 0], [0, 0]]","[[9, 15], [3, 8]]",,KO/TKO
fight90,2,"[1, 0]","[[1, 1], [0, 0]]","[100.0, 0.0]","[[1, 1], [0, 0]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[2, 0]","[[1, 1], [0, 0]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]","[[1, 1], [0, 0]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight91,1,"[1, 0]","[[66, 93], [15, 30]]","[70.0, 50.0]","[[67, 94], [25, 40]]","[[2, 3], [0, 0]]","[66.0, 0.0]","[0, 0]","[0, 0]","[115, 10]","[[48, 75], [3, 17]]","[[14, 14], [3, 4]]","[[4, 4], [9, 9]]","[[21, 32], [11, 26]]","[[34, 41], [4, 4]]","[[11, 20], [0, 0]]",,KO/TKO
fight91,2,"[1, 0]","[[10, 15], [3, 8]]","[66.0, 37.0]","[[10, 15], [3, 8]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[1, 0]","[[7, 12], [1, 6]]","[[2, 2], [0, 0]]","[[1, 1], [2, 2]]","[[6, 10], [3, 8]]","[[4, 5], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight92,1,"[1, 0]","[[19, 47], [12, 27]]","[40.0, 44.0]","[[47, 78], [23, 41]]","[[0, 0], [1, 4]]","[0.0, 25.0]","[0, 0]","[0, 0]","[7, 158]","[[18, 45], [11, 25]]","[[0, 1], [1, 2]]","[[1, 1], [0, 0]]","[[16, 43], [6, 21]]","[[1, 1], [2, 2]]","[[2, 3], [4, 4]]",,KO/TKO
fight92,2,"[0, 1]","[[3, 16], [8, 14]]","[18.0, 57.0]","[[3, 16], [8, 14]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 3]","[[2, 15], [6, 12]]","[[1, 1], [2, 2]]","[[0, 0], [0, 0]]","[[3, 16], [8, 14]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight94,1,"[0, 0]","[[39, 87], [33, 53]]","[44.0, 62.0]","[[40, 88], [43, 64]]","[[1, 1], [1, 3]]","[100.0, 33.0]","[0, 0]","[0, 0]","[0, 91]","[[24, 65], [20, 37]]","[[15, 21], [7, 10]]","[[0, 1], [6, 6]]","[[35, 82], [28, 47]]","[[4, 5], [2, 2]]","[[0, 0], [3, 4]]",,KO/TKO
fight94,2,"[1, 0]","[[13, 24], [2, 6]]","[54.0, 33.0]","[[13, 24], [2, 6]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[2, 0]","[[10, 21], [2, 4]]","[[2, 2], [0, 2]]","[[1, 1], [0, 0]]","[[9, 14], [2, 6]]","[[0, 0], [0, 0]]","[[4, 10], [0, 0]]",,KO/TKO
fight95,1,"[0, 0]","[[13, 19], [5, 8]]","[68.0, 62.0]","[[50, 59], [25, 31]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[262, 0]","[[10, 16], [4, 7]]","[[1, 1], [1, 1]]","[[2, 2], [0, 0]]","[[4, 7], [2, 4]]","[[0, 0], [0, 0]]","[[9, 12], [3, 4]]",,KO/TKO
fight95,2,"[0, 0]","[[23, 34], [2, 2]]","[67.0, 100.0]","[[43, 63], [2, 2]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[106, 0]","[[21, 32], [1, 1]]","[[2, 2], [1, 1]]","[[0, 0], [0, 0]]","[[0, 2], [2, 2]]","[[0, 0], [0, 0]]","[[23, 32], [0, 0]]",,KO/TKO
fight96,1,"[0, 0]","[[26, 54], [14, 35]]","[48.0, 40.0]","[[27, 55], [14, 35]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[26, 0]","[[8, 35], [12, 33]]","[[5, 6], [1, 1]]","[[13, 13], [1, 1]]","[[23, 51], [14, 35]]","[[3, 3], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight96,2,"[1, 0]","[[22, 38], [7, 22]]","[57.0, 31.0]","[[22, 38], [7, 22]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[8, 0]","[[16, 32], [5, 20]]","[[1, 1], [1, 1]]","[[5, 5], [1, 1]]","[[11, 17], [7, 22]]","[[0, 0], [0, 0]]","[[11, 21], [0, 0]]",,KO/TKO
fight99,1,"[0, 0]","[[18, 56], [14, 31]]","[32.0, 45.0]","[[19, 59], [20, 39]]","[[0, 0], [3, 3]]","[0.0, 100.0]","[0, 0]","[0, 0]","[0, 27]","[[7, 34], [7, 23]]","[[5, 13], [4, 5]]","[[6, 9], [3, 3]]","[[17, 54], [14, 30]]","[[1, 2], [0, 0]]","[[0, 0], [0, 1]]",,KO/TKO
fight99,2,"[0, 0]","[[18, 45], [11, 27]]","[40.0, 40.0]","[[18, 45], [11, 28]]","[[0, 0], [1, 4]]","[0.0, 25.0]","[0, 0]","[0, 0]","[0, 38]","[[11, 35], [8, 23]]","[[7, 10], [1, 2]]","[[0, 0], [2, 2]]","[[18, 44], [8, 24]]","[[0, 1], [0, 0]]","[[0, 0], [3, 3]]",,KO/TKO
fight104,1,"[0, 0]","[[27, 41], [13, 34]]","[65.0, 38.0]","[[38, 53], [21, 42]]","[[1, 2], [1, 2]]","[50.0, 50.0]","[0, 0]","[0, 0]","[112, 62]","[[20, 34], [9, 27]]","[[4, 4], [3, 5]]","[[3, 3], [1, 2]]","[[16, 27], [10, 30]]","[[8, 10], [2, 2]]","[[3, 4], [1, 2]]",,KO/TKO
