fight_id,current_round,kd,sig_str,sig_str_pct,total_str,td_attempt,td_pct,sub_att,rev,ctrl_sec,head,body,leg,distance,clinch,ground,total_round,method
fight26,2,"[0, 0]","[[31, 45], [18, 42]]","[68.0, 42.0]","[[32, 46], [18, 42]]","[[0, 0], [0, 2]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 5]","[[19, 33], [6, 24]]","[[10, 10], [5, 10]]","[[2, 2], [7, 8]]","[[31, 45], [18, 42]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight26,3,"[1, 0]","[[39, 60], [12, 28]]","[65.0, 42.0]","[[43, 66], [12, 28]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[3, 0]","[[33, 54], [5, 20]]","[[5, 5], [2, 2]]","[[1, 1], [5, 6]]","[[19, 35], [12, 27]]","[[20, 25], [0, 1]]","[[0, 0], [0, 0]]",,KO/TKO
fight28,1,"[0, 0]","[[20, 58], [16, 42]]","[34.0, 38.0]","[[20, 58], [16, 42]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[7, 41], [10, 34]]","[[8, 12], [6, 8]]","[[5, 5], [0, 0]]","[[20, 58], [15, 41]]","[[0, 0], [1, 1]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight28,2,"[0, 0]","[[30, 70], [31, 55]]","[42.0, 56.0]","[[30, 71], [31, 55]]","[[0, 2], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[13, 0]","[[17, 53], [23, 45]]","[[10, 13], [7, 9]]","[[3, 4], [1, 1]]","[[26, 61], [29, 51]]","[[4, 9], [2, 3]]","[[0, 0], [0, 1]]",,TKO - Doctor's Stoppage
fight28,3,"[0, 0]","[[9, 19], [6, 12]]","[47.0, 50.0]","[[9, 19], [6, 12]]","[[0, 2], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[17, 0]","[[5, 15], [4, 10]]","[[3, 3], [2, 2]]","[[1, 1], [0, 0]]","[[9, 19], [4, 9]]","[[0, 0], [2, 3]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight30,1,"[0, 1]","[[21, 65], [30, 60]]","[32.0, 50.0]","[[28, 73], [35, 66]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 76]","[[15, 51], [21, 51]]","[[6, 14], [7, 7]]","[[0, 0], [2, 2]]","[[21, 64], [24, 52]]","[[0, 1], [0, 0]]","[[0, 0], [6, 8]]",,KO/TKO
fight30,2,"[0, 0]","[[40, 79], [16, 48]]","[50.0, 33.0]","[[49, 88], [19, 51]]","[[1, 1], [3, 4]]","[100.0, 75.0]","[0, 0]","[0, 0]","[25, 55]","[[31, 61], [12, 39]]","[[8, 17], [1, 6]]","[[1, 1], [3, 3]]","[[38, 77], [16, 48]]","[[0, 0], [0, 0]]","[[2, 2], [0, 0]]",,KO/TKO
fight30,3,"[0, 0]","[[62, 97], [6, 29]]","[63.0, 20.0]","[[74, 111], [6, 29]]","[[2, 2], [1, 1]]","[100.0, 100.0]","[0, 0]","[0, 0]","[107, 15]","[[48, 77], [1, 19]]","[[14, 20], [3, 8]]","[[0, 0], [2, 2]]","[[35, 62], [6, 29]]","[[0, 0], [0, 0]]","[[27, 35], [0, 0]]",,KO/TKO
fight36,1,"[0, 0]","[[4, 6], [6, 8]]","[66.0, 75.0]","[[25, 31], [17, 23]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[1, 0]","[0, 0]","[258, 0]","[[1, 3], [0, 1]]","[[0, 0], [1, 2]]","[[3, 3], [5, 5]]","[[3, 4], [6, 8]]","[[0, 0], [0, 0]]","[[1, 2], [0, 0]]",,KO/TKO
fight36,2,"[0, 0]","[[15, 26], [10, 39]]","[57.0, 25.0]","[[22, 34], [11, 41]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[134, 21]","[[8, 18], [4, 30]]","[[2, 3], [4, 5]]","[[5, 5], [2, 4]]","[[13, 24], [7, 36]]","[[2, 2], [3, 3]]","[[0, 0], [0, 0]]",,KO/TKO
fight36,3,"[1, 0]","[[6, 7], [0, 1]]","[85.0, 0.0]","[[6, 7], [0, 1]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[4, 0]","[[1, 2], [0, 1]]","[[1, 1], [0, 0]]","[[4, 4], [0, 0]]","[[1, 2], [0, 1]]","[[0, 0], [0, 0]]","[[5, 5], [0, 0]]",,KO/TKO
fight39,1,"[0, 0]","[[12, 26], [14, 35]]","[46.0, 40.0]","[[17, 33], [25, 49]]","[[0, 1], [4, 4]]","[0.0, 100.0]","[0, 0]","[0, 0]","[60, 79]","[[4, 11], [13, 29]]","[[4, 6], [1, 4]]","[[4, 9], [0, 2]]","[[11, 24], [4, 21]]","[[1, 2], [2, 2]]","[[0, 0], [8, 12]]",,KO/TKO
fight39,2,"[0, 0]","[[22, 33], [12, 34]]","[66.0, 35.0]","[[29, 42], [18, 43]]","[[2, 5], [0, 0]]","[40.0, 0.0]","[0, 0]","[0, 0]","[100, 0]","[[9, 16], [7, 22]]","[[4, 5], [5, 11]]","[[9, 12], [0, 1]]","[[21, 31], [12, 34]]","[[1, 2], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight39,3,"[0, 1]","[[4, 9], [13, 21]]","[44.0, 61.0]","[[4, 9], [14, 23]]","[[1, 1], [0, 1]]","[100.0, 0.0]","[0, 0]","[0, 0]","[4, 8]","[[2, 7], [13, 21]]","[[0, 0], [0, 0]]","[[2, 2], [0, 0]]","[[2, 6], [2, 8]]","[[2, 3], [0, 0]]","[[0, 0], [11, 13]]",,KO/TKO
fight49,1,"[0, 0]","[[29, 51], [44, 88]]","[56.0, 50.0]","[[29, 51], [44, 88]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[21, 41], [23, 62]]","[[4, 5], [14, 19]]","[[4, 5], [7, 7]]","[[28, 50], [40, 81]]","[[1, 1], [4, 7]]","[[0, 0], [0, 0]]",,KO/TKO
fight49,2,"[0, 0]","[[29, 68], [48, 84]]","[42.0, 57.0]","[[31, 72], [49, 85]]","[[0, 0], [0, 2]]","[0.0, 0.0]","[0, 0]","[0, 0]","[1, 5]","[[23, 61], [33, 66]]","[[4, 5], [11, 14]]","[[2, 2], [4, 4]]","[[28, 67], [46, 78]]","[[1, 1], [2, 6]]","[[0, 0], [0, 0]]",,KO/TKO
fight49,3,"[1, 0]","[[34, 58], [11, 22]]","[58.0, 50.0]","[[34, 58], [11, 22]]","[[0, 0], [0, 3]]","[0.0, 0.0]","[0, 0]","[0, 0]","[3, 0]","[[31, 55], [7, 17]]","[[3, 3], [2, 3]]","[[0, 0], [2, 2]]","[[33, 57], [11, 22]]","[[0, 0], [0, 0]]","[[1, 1], [0, 0]]",,KO/TKO
fight59,1,"[0, 0]","[[30, 48], [9, 22]]","[62.0, 40.0]","[[33, 51], [26, 42]]","[[0, 0], [2, 6]]","[0.0, 33.0]","[0, 0]","[0, 0]","[48, 131]","[[17, 30], [3, 15]]","[[10, 15], [4, 4]]","[[3, 3], [2, 3]]","[[18, 30], [8, 20]]","[[12, 16], [1, 2]]","[[0, 2], [0, 0]]",,KO/TKO
fight59,2,"[0, 0]","[[33, 73], [27, 57]]","[45.0, 47.0]","[[41, 81], [36, 68]]","[[1, 2], [0, 1]]","[50.0, 0.0]","[0, 0]","[0, 0]","[69, 5]","[[21, 54], [18, 44]]","[[7, 13], [5, 6]]","[[5, 6], [4, 7]]","[[23, 60], [20, 46]]","[[4, 4], [3, 3]]","[[6, 9], [4, 8]]",,KO/TKO
fight59,3,"[0, 1]","[[22, 42], [29, 53]]","[52.0, 54.0]","[[25, 45], [31, 55]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[26, 32]","[[11, 30], [21, 42]]","[[11, 12], [6, 8]]","[[0, 0], [2, 3]]","[[13, 32], [25, 46]]","[[9, 10], [2, 3]]","[[0, 0], [2, 4]]",,KO/TKO
fight61,1,"[0, 0]","[[12, 13], [2, 3]]","[92.0, 66.0]","[[28, 29], [27, 28]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[266, 0]","[[9, 10], [1, 2]]","[[3, 3], [0, 0]]","[[0, 0], [1, 1]]","[[2, 3], [1, 1]]","[[1, 1], [0, 0]]","[[9, 9], [1, 2]]",,KO/TKO
fight61,2,"[0, 0]","[[33, 57], [16, 30]]","[57.0, 53.0]","[[39, 63], [41, 56]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[107, 0]","[[23, 43], [8, 20]]","[[7, 11], [6, 8]]","[[3, 3], [2, 2]]","[[23, 46], [8, 19]]","[[6, 7], [7, 10]]","[[4, 4], [1, 1]]",,KO/TKO
fight61,3,"[0, 0]","[[35, 45], [5, 8]]","[77.0, 62.0]","[[67, 83], [9, 12]]","[[2, 3], [0, 0]]","[66.0, 0.0]","[0, 0]","[0, 0]","[168, 0]","[[32, 42], [2, 5]]","[[3, 3], [3, 3]]","[[0, 0], [0, 0]]","[[7, 15], [2, 5]]","[[0, 0], [3, 3]]","[[28, 30], [0, 0]]",,KO/TKO
fight73,1,"[0, 1]","[[28, 74], [35, 78]]","[37.0, 44.0]","[[28, 74], [36, 79]]","[[0, 0], [0, 2]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[15, 58], [16, 55]]","[[8, 9], [15, 19]]","[[5, 7], [4, 4]]","[[26, 68], [34, 75]]","[[2, 6], [1, 3]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight73,2,"[0, 0]","[[29, 45], [32, 53]]","[64.0, 60.0]","[[36, 54], [45, 68]]","[[1, 1], [1, 3]]","[100.0, 33.0]","[0, 0]","[0, 0]","[19, 93]","[[20, 36], [8, 25]]","[[7, 7], [20, 24]]","[[2, 2], [4, 4]]","[[23, 39], [24, 44]]","[[6, 6], [8, 9]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight73,3,"[0, 0]","[[7, 13], [3, 11]]","[53.0, 27.0]","[[7, 13], [3, 11]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[3, 9], [1, 7]]","[[4, 4], [1, 3]]","[[0, 0], [1, 1]]","[[5, 11], [2, 10]]","[[2, 2], [1, 1]]","[[0, 0], [0, 0]]",,TKO - Doctor's Stoppage
fight83,1,"[0, 0]","[[11, 36], [11, 22]]","[30.0, 50.0]","[[11, 36], [19, 30]]","[[0, 0], [1, 1]]","[0.0, 100.0]","[0, 0]","[0, 0]","[0, 141]","[[7, 29], [8, 19]]","[[3, 5], [1, 1]]","[[1, 2], [2, 2]]","[[11, 36], [6, 16]]","[[0, 0], [0, 0]]","[[0, 0], [5, 6]]",,KO/TKO
fight83,2,"[0, 0]","[[37, 95], [20, 38]]","[38.0, 52.0]","[[37, 95], [21, 42]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[4, 0]","[[24, 79], [13, 31]]","[[11, 13], [6, 6]]","[[2, 3], [1, 1]]","[[36, 94], [19, 36]]","[[0, 0], [1, 1]]","[[1, 1], [0, 1]]",,KO/TKO
fight83,3,"[1, 0]","[[14, 20], [6, 8]]","[70.0, 75.0]","[[14, 20], [6, 8]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[3, 0]","[[7, 13], [3, 5]]","[[6, 6], [1, 1]]","[[1, 1], [2, 2]]","[[13, 19], [6, 8]]","[[0, 0], [0, 0]]","[[1, 1], [0, 0]]",,KO/TKO
fight99,1,"[0, 0]","[[21, 41], [19, 35]]","[51.0, 54.0]","[[21, 41], [19, 35]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[9, 28], [10, 18]]","[[7, 8], [7, 10]]","[[5, 5], [2, 7]]","[[21, 41], [19, 35]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight99,2,"[0, 0]","[[22, 50], [30, 59]]","[44.0, 50.0]","[[23, 51], [30, 59]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 9]","[[8, 30], [14, 38]]","[[8, 13], [13, 17]]","[[6, 7], [3, 4]]","[[22, 49], [28, 57]]","[[0, 1], [2, 2]]","[[0, 0], [0, 0]]",,KO/TKO
fight99,3,"[0, 0]","[[16, 24], [17, 29]]","[66.0, 58.0]","[[18, 26], [17, 29]]","[[1, 3], [0, 0]]","[33.0, 0.0]","[0, 0]","[0, 0]","[14, 0]","[[6, 14], [12, 22]]","[[5, 5], [2, 3]]","[[5, 5], [3, 4]]","[[16, 24], [17, 29]]","[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",,KO/TKO
fight108,1,"[1, 0]","[[35, 51], [22, 56]]","[68.0, 39.0]","[[38, 55], [23, 58]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[121, 0]","[[24, 40], [5, 32]]","[[4, 4], [3, 8]]","[[7, 7], [14, 16]]","[[18, 31], [20, 54]]","[[1, 1], [1, 1]]","[[16, 19], [1, 1]]",,KO/TKO
fight108,2,"[0, 0]","[[30, 46], [10, 22]]","[65.0, 45.0]","[[57, 74], [27, 43]]","[[3, 5], [0, 0]]","[60.0, 0.0]","[0, 0]","[0, 1]","[240, 4]","[[28, 44], [7, 18]]","[[2, 2], [3, 4]]","[[0, 0], [0, 0]]","[[18, 28], [7, 17]]","[[0, 0], [2, 4]]","[[12, 18], [1, 1]]",,KO/TKO
fight108,3,"[0, 0]","[[21, 37], [9, 27]]","[56.0, 33.0]","[[39, 69], [17, 37]]","[[2, 2], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[206, 0]","[[19, 34], [5, 19]]","[[2, 3], [1, 4]]","[[0, 0], [3, 4]]","[[7, 15], [9, 27]]","[[0, 0], [0, 0]]","[[14, 22], [0, 0]]",,KO/TKO
fight110,1,"[0, 0]","[[24, 63], [33, 70]]","[38.0, 47.0]","[[24, 63], [37, 77]]","[[0, 6], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[71, 0]","[[20, 56], [18, 53]]","[[0, 1], [5, 5]]","[[4, 6], [10, 12]]","[[24, 63], [31, 67]]","[[0, 0], [2, 3]]","[[0, 0], [0, 0]]",,KO/TKO
fight110,2,"[0, 0]","[[18, 57], [38, 87]]","[31.0, 43.0]","[[20, 59], [43, 92]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[33, 0]","[[17, 54], [13, 52]]","[[0, 1], [9, 16]]","[[1, 2], [16, 19]]","[[18, 57], [38, 86]]","[[0, 0], [0, 1]]","[[0, 0], [0, 0]]",,KO/TKO
fight110,3,"[0, 1]","[[13, 48], [34, 71]]","[27.0, 47.0]","[[21, 63], [44, 91]]","[[0, 5], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 98]","[[10, 44], [10, 40]]","[[2, 3], [17, 22]]","[[1, 1], [7, 9]]","[[12, 46], [28, 63]]","[[1, 2], [4, 5]]","[[0, 0], [2, 3]]",,KO/TKO
fight118,1,"[0, 0]","[[10, 19], [12, 23]]","[52.0, 52.0]","[[28, 37], [14, 26]]","[[1, 2], [0, 5]]","[50.0, 0.0]","[0, 0]","[0, 0]","[42, 144]","[[5, 12], [3, 11]]","[[0, 1], [7, 10]]","[[5, 6], [2, 2]]","[[9, 18], [8, 18]]","[[1, 1], [4, 5]]","[[0, 0], [0, 0]]",,KO/TKO
fight118,2,"[0, 0]","[[16, 39], [23, 42]]","[41.0, 54.0]","[[40, 67], [27, 46]]","[[0, 0], [0, 4]]","[0.0, 0.0]","[0, 0]","[0, 0]","[30, 104]","[[6, 25], [6, 22]]","[[6, 9], [13, 14]]","[[4, 5], [4, 6]]","[[16, 39], [18, 36]]","[[0, 0], [5, 6]]","[[0, 0], [0, 0]]",,KO/TKO
fight118,3,"[0, 0]","[[4, 9], [11, 19]]","[44.0, 57.0]","[[6, 11], [34, 60]]","[[0, 0], [1, 4]]","[0.0, 25.0]","[0, 0]","[0, 0]","[9, 250]","[[3, 8], [7, 15]]","[[0, 0], [3, 3]]","[[1, 1], [1, 1]]","[[3, 8], [7, 14]]","[[1, 1], [0, 0]]","[[0, 0], [4, 5]]",,KO/TKO
fight129,1,"[0, 0]","[[9, 20], [4, 14]]","[45.0, 28.0]","[[13, 24], [13, 25]]","[[2, 3], [0, 0]]","[66.0, 0.0]","[2, 0]","[0, 0]","[195, 43]","[[4, 13], [4, 14]]","[[4, 6], [0, 0]]","[[1, 1], [0, 0]]","[[3, 12], [2, 11]]","[[3, 4], [2, 2]]","[[3, 4], [0, 1]]",,KO/TKO
fight129,2,"[0, 1]","[[9, 22], [14, 32]]","[40.0, 43.0]","[[12, 26], [21, 41]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[1, 0]","[0, 157]","[[4, 12], [9, 27]]","[[2, 6], [4, 4]]","[[3, 4], [1, 1]]","[[8, 21], [11, 26]]","[[0, 0], [3, 4]]","[[1, 1], [0, 2]]",,KO/TKO
fight129,3,"[1, 0]","[[12, 16], [3, 24]]","[75.0, 12.0]","[[12, 16], [3, 24]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[3, 0]","[[7, 10], [2, 22]]","[[1, 2], [0, 1]]","[[4, 4], [1, 1]]","[[8, 12], [3, 24]]","[[0, 0], [0, 0]]","[[4, 4], [0, 0]]",,KO/TKO
fight140,1,"[0, 0]","[[67, 109], [36, 111]]","[61.0, 32.0]","[[68, 110], [37, 112]]","[[1, 1], [0, 0]]","[100.0, 0.0]","[0, 0]","[0, 0]","[31, 0]","[[46, 81], [22, 93]]","[[18, 22], [8, 10]]","[[3, 6], [6, 8]]","[[41, 75], [32, 105]]","[[14, 15], [4, 5]]","[[12, 19], [0, 1]]",,KO/TKO
fight140,2,"[0, 0]","[[39, 64], [24, 73]]","[60.0, 32.0]","[[40, 65], [24, 73]]","[[1, 1], [0, 1]]","[100.0, 0.0]","[0, 0]","[0, 0]","[40, 0]","[[31, 51], [9, 55]]","[[6, 10], [4, 5]]","[[2, 3], [11, 13]]","[[29, 54], [24, 73]]","[[3, 3], [0, 0]]","[[7, 7], [0, 0]]",,KO/TKO
fight140,3,"[2, 0]","[[33, 49], [28, 58]]","[67.0, 48.0]","[[33, 49], [28, 58]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[45, 0]","[[19, 34], [14, 41]]","[[8, 8], [6, 8]]","[[6, 7], [8, 9]]","[[28, 44], [24, 51]]","[[0, 0], [4, 6]]","[[5, 5], [0, 1]]",,KO/TKO
fight149,1,"[0, 0]","[[8, 14], [35, 65]]","[57.0, 53.0]","[[10, 16], [38, 68]]","[[1, 2], [0, 0]]","[50.0, 0.0]","[0, 0]","[0, 1]","[10, 189]","[[0, 4], [33, 62]]","[[0, 1], [2, 3]]","[[8, 9], [0, 0]]","[[8, 11], [0, 11]]","[[0, 2], [9, 12]]","[[0, 1], [26, 42]]",,KO/TKO
fight149,2,"[0, 0]","[[9, 15], [29, 40]]","[60.0, 72.0]","[[11, 17], [37, 49]]","[[0, 1], [1, 1]]","[0.0, 100.0]","[0, 1]","[0, 0]","[4, 243]","[[2, 8], [29, 40]]","[[2, 2], [0, 0]]","[[5, 5], [0, 0]]","[[9, 12], [8, 14]]","[[0, 0], [0, 0]]","[[0, 3], [21, 26]]",,KO/TKO
fight149,3,"[0, 0]","[[7, 13], [23, 43]]","[53.0, 53.0]","[[7, 13], [23, 43]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 20]","[[0, 6], [22, 42]]","[[1, 1], [1, 1]]","[[6, 6], [0, 0]]","[[7, 13], [10, 20]]","[[0, 0], [0, 0]]","[[0, 0], [13, 23]]",,KO/TKO
fight163,1,"[0, 0]","[[34, 73], [26, 75]]","[46.0, 34.0]","[[34, 73], [26, 75]]","[[0, 0], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[0, 0]","[[13, 45], [14, 51]]","[[9, 13], [4, 12]]","[[12, 15], [8, 12]]","[[30, 69], [26, 74]]","[[4, 4], [0, 1]]","[[0, 0], [0, 0]]",,KO/TKO
fight163,2,"[0, 0]","[[63, 106], [40, 96]]","[59.0, 41.0]","[[63, 106], [63, 119]]","[[0, 1], [0, 0]]","[0.0, 0.0]","[0, 0]","[0, 0]","[72, 4]","[[41, 81], [32, 81]]","[[17, 19], [6, 13]]","[[5, 6], [2, 2]]","[[59, 102], [39, 94]]","[[4, 4], [1, 2]]","[[0, 0], [0, 0]]",,KO/TKO
fight163,3,"[1, 0]","[[29, 47], [15, 33]]","[61.0, 45.0]","[[30, 48], [22, 40]]","[[0, 0], [0, 1]]","[0.0, 0.0]","[0, 0]","[0, 0]","[31, 1]","[[17, 34], [13, 29]]","[[10, 11], [2, 4]]","[[2, 2], [0, 0]]","[[28, 44], [13, 30]]","[[1, 3], [2, 3]]","[[0, 0], [0, 0]]",,KO/TKO
fight164,1,"[0, 0]","[[37, 55], [19, 37]]","[67.0, 51.0]","[[60, 79], [25, 43]]","[[2, 3], [0, 0]]","[66.0, 0.0]","[0, 1]","[0, 0]","[159, 0]","[[28, 43], [13, 28]]","[[3, 5], [2, 5]]","[[6, 7], [4, 4]]","[[18, 34], [14, 32]]","[[9, 11], [3, 3]]","[[10, 10], [2, 2]]",,KO/TKO
fight164,2,"[0, 0]","[[37, 56], [25, 51]]","[66.0, 49.0]","[[45, 64], [45, 72]]","[[1, 4], [1, 1]]","[25.0, 100.0]","[0, 1]","[0, 0]","[105, 38]","[[26, 44], [14, 39]]","[[6, 7], [10, 11]]","[[5, 5], [1, 1]]","[[30, 48], [21, 47]]","[[2, 2], [4, 4]]","[[5, 6], [0, 0]]",,KO/TKO
